연립다세대,Unnamed: 0,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
(38-0),4064,11200,금호동1가,38,1998,1.0,52.99,2018,2,12,5000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-9),4203,11200,금호동1가,132-9,1992,1.0,48.7,2018,3,6,2000,70,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(157-0),4204,11200,금호동1가,157,1997,1.0,35.18,2018,3,10,3000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호빌라(9-0),4205,11200,금호동1가,9,1999,2.0,56.5,2018,3,14,21000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(42-3),4206,11200,금호동1가,42-3,1996,4.0,40.1,2018,3,21,8500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(159-0),4207,11200,금호동1가,159,1996,3.0,32.04,2018,3,21,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-23),4208,11200,금호동1가,132-23,1992,1.0,59.55,2018,3,22,2000,70,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-12),4209,11200,금호동1가,132-12,1992,-1.0,46.44,2018,3,27,1500,10,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-57),4360,11200,금호동1가,167-57,1993,3.0,32.56,2018,4,5,1000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(69-10),4361,11200,금호동1가,69-10,1994,2.0,44.53,2018,4,16,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(157-0),4362,11200,금호동1가,157,1997,2.0,38.45,2018,4,29,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),4363,11200,금호동1가,167-19,1995,4.0,59.92,2018,4,30,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(168-54),4502,11200,금호동1가,168-54,1993,3.0,42.09,2018,5,2,4000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
성덕주택,4503,11200,금호동1가,132-22,1992,1.0,34.74,2018,5,12,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(141-0),4504,11200,금호동1가,141,1996,4.0,49.38,2018,5,24,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
동일빌라,4505,11200,금호동1가,65,1996,3.0,28.8,2018,5,29,8500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지빌라,4506,11200,금호동1가,80,1995,1.0,30.0,2018,5,31,11500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(131-4),4630,11200,금호동1가,131-4,1996,2.0,41.58,2018,6,20,6000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-59),4631,11200,금호동1가,167-59,1993,1.0,32.24,2018,6,26,3000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-34),4739,11200,금호동1가,167-34,1996,2.0,44.85,2018,7,7,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-30),4740,11200,금호동1가,132-30,1994,2.0,36.36,2018,7,11,8000,35,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
해성빌라,4741,11200,금호동1가,1-153,2007,4.0,43.6,2018,7,14,7500,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지5차빌라,4742,11200,금호동1가,76,2000,2.0,41.46,2018,7,21,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-9),4743,11200,금호동1가,132-9,1992,1.0,48.7,2018,7,30,3000,60,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-23),4944,11200,금호동1가,167-23,1996,1.0,39.12,2018,9,12,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-11),5055,11200,금호동1가,132-11,1993,2.0,42.41,2018,10,2,10000,10,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(54-0),5056,11200,금호동1가,54,1996,2.0,33.97,2018,10,15,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호빌라(9-0),5057,11200,금호동1가,9,1999,4.0,56.25,2018,10,26,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-23),5187,11200,금호동1가,132-23,1992,-1.0,59.55,2018,11,1,2500,35,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),5188,11200,금호동1가,167-15,1998,3.0,34.23,2018,11,13,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
태양빌라,5189,11200,금호동1가,5,1997,3.0,44.04,2018,11,22,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
부영빌라,5307,11200,금호동1가,1-156,1999,3.0,41.1,2018,12,1,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
호암빌라,5308,11200,금호동1가,128-25,2008,1.0,67.15,2018,12,5,5000,60,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-155),5309,11200,금호동1가,1-155,1999,1.0,42.33,2018,12,12,700,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-30),5310,11200,금호동1가,167-30,1996,3.0,58.48,2018,12,18,10000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
성덕주택,5465,11200,금호동1가,132-22,1992,-1.0,59.46,2019,1,3,200,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(73-0),5466,11200,금호동1가,73,1997,1.0,38.13,2019,1,7,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),5467,11200,금호동1가,167-15,1998,1.0,33.24,2019,1,14,12500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(69-10),5468,11200,금호동1가,69-10,1994,3.0,28.04,2019,1,18,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(131-0),5469,11200,금호동1가,131,1996,3.0,39.84,2019,1,23,16000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지빌라,5470,11200,금호동1가,80,1995,2.0,30.0,2019,1,24,1000,45,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-27),5610,11200,금호동1가,167-27,1995,2.0,35.43,2019,2,9,16500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-155),5611,11200,금호동1가,1-155,1999,2.0,42.33,2019,2,14,1000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),5612,11200,금호동1가,167-19,1995,3.0,35.36,2019,2,22,12000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),5613,11200,금호동1가,167-19,1995,3.0,35.36,2019,2,25,12000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
그린빌라,5733,11200,금호동1가,20,2000,2.0,21.81,2019,3,1,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),5734,11200,금호동1가,167-15,1998,2.0,34.23,2019,3,4,12500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-3),5735,11200,금호동1가,130-3,1994,2.0,33.76,2019,3,6,1000,60,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),5736,11200,금호동1가,167-19,1995,2.0,33.36,2019,3,8,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),5737,11200,금호동1가,167-19,1995,3.0,33.36,2019,3,11,1000,45,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(151-1),5738,11200,금호동1가,151-1,1996,3.0,39.75,2019,3,16,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-171),5739,11200,금호동1가,1-171,1998,-1.0,59.52,2019,3,22,2000,60,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(51-0),5740,11200,금호동1가,51,1997,4.0,59.66,2019,3,29,7000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
성덕주택,5741,11200,금호동1가,132-22,1992,2.0,34.74,2019,3,30,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(74-1),5849,11200,금호동1가,74-1,1994,2.0,17.28,2019,4,1,500,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
그린빌라,5850,11200,금호동1가,20,2000,3.0,21.81,2019,4,9,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
그린빌라,5939,11200,금호동1가,20,2000,3.0,44.59,2019,5,24,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),5940,11200,금호동1가,167-15,1998,2.0,33.24,2019,5,31,12600,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(24-0),5941,11200,금호동1가,24,1994,4.0,39.17,2019,5,31,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(24-0),6055,11200,금호동1가,24,1994,4.0,39.17,2019,6,1,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-154),6056,11200,금호동1가,1-154,2007,4.0,54.39,2019,6,3,18500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(17-2),6057,11200,금호동1가,17-2,2007,2.0,23.2,2019,6,11,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-74),6058,11200,금호동1가,167-74,1996,1.0,19.74,2019,6,23,4500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-59),6059,11200,금호동1가,167-59,1993,1.0,32.24,2019,6,27,3000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-27),6170,11200,금호동1가,132-27,1994,1.0,59.73,2019,7,12,1000,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(57-0),6171,11200,금호동1가,57,1993,3.0,33.75,2019,7,22,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-74),6264,11200,금호동1가,167-74,1996,2.0,19.74,2019,8,1,5000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(16-2),6265,11200,금호동1가,16-2,1999,4.0,34.2,2019,8,16,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(15-4),6266,11200,금호동1가,15-4,1999,2.0,59.66,2019,8,23,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(15-4),6267,11200,금호동1가,15-4,1999,2.0,59.66,2019,8,23,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-154),6351,11200,금호동1가,1-154,2007,2.0,37.65,2019,9,2,1500,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-24),6352,11200,금호동1가,167-24,1994,2.0,52.83,2019,9,28,17000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-24),6353,11200,금호동1가,167-24,1994,2.0,52.83,2019,9,28,17000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(70-0),6457,11200,금호동1가,70,1994,1.0,34.2,2019,10,1,2000,47,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
해성빌라,6458,11200,금호동1가,1-153,2007,1.0,42.9,2019,10,7,7000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(17-2),6459,11200,금호동1가,17-2,2007,1.0,23.2,2019,10,14,6000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
영제빌라,6460,11200,금호동1가,1815-5,1998,3.0,29.4,2019,10,31,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(27-0),6581,11200,금호동1가,27,2009,1.0,70.16,2019,11,2,500,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(92-0),6582,11200,금호동1가,92,1994,-1.0,28.76,2019,11,2,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(92-0),6583,11200,금호동1가,92,1994,-1.0,28.76,2019,11,2,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-172),6584,11200,금호동1가,1-172,1999,-1.0,53.75,2019,11,12,8000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(83-0),6585,11200,금호동1가,83,1992,1.0,20.68,2019,11,20,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(83-0),6586,11200,금호동1가,83,1992,1.0,20.68,2019,11,20,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
영제빌라,6587,11200,금호동1가,1815-5,1998,-1.0,39.65,2019,11,26,7500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(52-0),6699,11200,금호동1가,52,1996,-1.0,33.9,2019,12,2,6000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호타워빌,6700,11200,금호동1가,108,2004,6.0,80.07,2019,12,7,3000,90,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(133-4),6701,11200,금호동1가,133-4,1992,1.0,34.56,2019,12,7,1000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-19),6702,11200,금호동1가,130-19,1994,-1.0,35.67,2019,12,9,6600,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-74),6703,11200,금호동1가,167-74,1996,-1.0,19.74,2019,12,23,500,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-57),6704,11200,금호동1가,167-57,1993,3.0,32.56,2019,12,27,1000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),6847,11200,금호동1가,167-15,1998,1.0,33.24,2020,1,3,12500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(27-0),6848,11200,금호동1가,27,2009,-1.0,34.88,2020,1,11,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-52),6849,11200,금호동1가,167-52,1994,3.0,37.4,2020,1,15,17000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-169),6850,11200,금호동1가,1-169,1999,4.0,35.58,2020,1,31,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(74-1),6988,11200,금호동1가,74-1,1994,3.0,44.65,2020,2,6,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(74-1),6989,11200,금호동1가,74-1,1994,1.0,17.28,2020,2,25,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(74-1),6990,11200,금호동1가,74-1,1994,1.0,17.28,2020,2,25,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-34),6991,11200,금호동1가,167-34,1996,1.0,36.6,2020,2,27,1000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-7),6992,11200,금호동1가,130-7,1994,2.0,34.85,2020,2,28,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-7),6993,11200,금호동1가,130-7,1994,2.0,34.85,2020,2,28,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-60),7110,11200,금호동1가,167-60,1993,-1.0,29.04,2020,3,2,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(159-0),7111,11200,금호동1가,159,1996,-1.0,32.04,2020,3,2,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-60),7112,11200,금호동1가,167-60,1993,-1.0,32.31,2020,3,2,9000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-60),7113,11200,금호동1가,167-60,1993,2.0,68.95,2020,3,3,17000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(30-0),7114,11200,금호동1가,30,1996,3.0,44.7,2020,3,20,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-34),7115,11200,금호동1가,167-34,1996,-1.0,44.85,2020,3,20,5000,25,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-34),7116,11200,금호동1가,167-34,1996,-1.0,44.85,2020,3,20,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(16-2),7117,11200,금호동1가,16-2,1999,3.0,34.2,2020,3,21,4500,14,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(157-0),7118,11200,금호동1가,157,1997,2.0,38.45,2020,3,25,16000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-5),7247,11200,금호동1가,132-5,1992,1.0,26.86,2020,4,9,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
성덕주택,7248,11200,금호동1가,132-22,1992,1.0,34.74,2020,4,21,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-169),7249,11200,금호동1가,1-169,1999,1.0,35.58,2020,4,21,4000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-23),7250,11200,금호동1가,132-23,1992,1.0,59.55,2020,4,22,2000,70,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-23),7251,11200,금호동1가,132-23,1992,1.0,59.55,2020,4,22,2000,70,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(141-0),7252,11200,금호동1가,141,1996,4.0,49.38,2020,4,24,17000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-30),7253,11200,금호동1가,167-30,1996,1.0,58.48,2020,4,29,570,14,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-30),7254,11200,금호동1가,167-30,1996,1.0,58.48,2020,4,29,9000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-0),7255,11200,금호동1가,130,1996,-1.0,59.91,2020,4,29,5000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-0),7256,11200,금호동1가,130,1996,-1.0,59.91,2020,4,29,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(69-10),7364,11200,금호동1가,69-10,1994,3.0,28.04,2020,5,9,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-166),7365,11200,금호동1가,1-166,1999,3.0,46.89,2020,5,16,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-24),7483,11200,금호동1가,167-24,1994,1.0,52.83,2020,6,1,5000,10,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-34),7484,11200,금호동1가,167-34,1996,2.0,44.85,2020,6,9,16000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-17),7485,11200,금호동1가,132-17,1992,1.0,42.93,2020,6,9,16500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(30-0),7486,11200,금호동1가,30,1996,4.0,41.1,2020,6,11,12000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-59),7487,11200,금호동1가,167-59,1993,3.0,51.64,2020,6,18,9000,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(52-0),7488,11200,금호동1가,52,1996,-1.0,33.9,2020,6,19,6000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-27),7489,11200,금호동1가,167-27,1995,3.0,35.43,2020,6,27,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
대현빌라,7490,11200,금호동1가,13,1997,3.0,53.3,2020,6,28,500,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-12),7491,11200,금호동1가,132-12,1992,-1.0,46.44,2020,6,29,1500,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(165-22),7605,11200,금호동1가,165-22,1992,-1.0,43.98,2020,7,11,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-27),7606,11200,금호동1가,167-27,1995,1.0,35.43,2020,7,11,17000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-22),7607,11200,금호동1가,167-22,1994,-1.0,43.54,2020,7,17,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(74-1),7608,11200,금호동1가,74-1,1994,-1.0,17.28,2020,7,21,4000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(57-0),7609,11200,금호동1가,57,1993,4.0,55.73,2020,7,22,50,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(52-0),7738,11200,금호동1가,52,1996,1.0,36.31,2020,8,6,12000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
태양빌라,7739,11200,금호동1가,5,1997,3.0,41.88,2020,8,13,15000,10,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(19-0),7740,11200,금호동1가,19,1999,4.0,29.51,2020,8,17,1000,45,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(157-0),7741,11200,금호동1가,157,1997,1.0,35.18,2020,8,23,3000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
그린빌라,7846,11200,금호동1가,20,2000,1.0,21.81,2020,9,1,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
동일빌라,7847,11200,금호동1가,65,1996,2.0,29.41,2020,9,3,14000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-23),7848,11200,금호동1가,167-23,1996,1.0,39.12,2020,9,11,16000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-23),7849,11200,금호동1가,167-23,1996,1.0,39.12,2020,9,11,15750,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(21-2),7850,11200,금호동1가,21-2,1995,3.0,35.32,2020,9,14,8000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
대성빌라,7851,11200,금호동1가,1-160,1999,2.0,51.12,2020,9,21,18000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(131-4),7970,11200,금호동1가,131-4,1996,1.0,41.58,2020,10,13,16000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(53-0),7971,11200,금호동1가,53,1993,3.0,59.4,2020,10,14,20000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-155),7972,11200,금호동1가,1-155,1999,1.0,42.33,2020,10,22,700,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-155),7973,11200,금호동1가,1-155,1999,-1.0,37.52,2020,10,27,1500,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-23),8070,11200,금호동1가,132-23,1992,-1.0,59.55,2020,11,1,2500,35,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(159-0),8071,11200,금호동1가,159,1996,3.0,32.04,2020,11,20,14000,10,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(41-0),8072,11200,금호동1가,41,1999,4.0,40.07,2020,11,20,4000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(41-0),8073,11200,금호동1가,41,1999,4.0,40.07,2020,11,20,4000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(53-0),8074,11200,금호동1가,53,1993,3.0,59.4,2020,11,25,20000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
태양빌라,8075,11200,금호동1가,5,1997,3.0,44.04,2020,11,26,15750,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
부영빌라,8188,11200,금호동1가,1-156,1999,3.0,41.1,2020,12,5,9450,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(162-0),8189,11200,금호동1가,162,1994,3.0,59.86,2020,12,22,18000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
남양빌라,8342,11200,금호동1가,1815-8,1999,2.0,40.47,2021,1,20,1500,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(54-0),8343,11200,금호동1가,54,1996,4.0,26.41,2021,1,25,500,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(92-0),8344,11200,금호동1가,92,1994,2.0,56.85,2021,1,30,20000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(154-0),8469,11200,금호동1가,154,1997,3.0,38.88,2021,2,5,12000,0,,21.02~23.02,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
보람맨션,8470,11200,금호동1가,128-8,2009,2.0,60.04,2021,2,6,31000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(155-0),8471,11200,금호동1가,155,1996,2.0,35.74,2021,2,8,13000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
대현빌라,8472,11200,금호동1가,13,1997,1.0,59.34,2021,2,16,22000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-5),8473,11200,금호동1가,167-5,1994,1.0,56.23,2021,2,18,2000,73,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(162-0),8474,11200,금호동1가,162,1994,-1.0,35.88,2021,2,19,2000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-30),8475,11200,금호동1가,167-30,1996,3.0,58.48,2021,2,21,10000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지4차빌라,8476,11200,금호동1가,1-164,1999,3.0,48.99,2021,2,23,9700,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지4차빌라,8477,11200,금호동1가,1-164,1999,3.0,52.59,2021,2,23,9700,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),8478,11200,금호동1가,167-15,1998,3.0,34.23,2021,2,24,17000,10,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-40),8595,11200,금호동1가,167-40,1994,-1.0,37.35,2021,3,2,4000,13,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-3),8596,11200,금호동1가,130-3,1994,2.0,33.76,2021,3,7,1000,60,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
영제빌라,8597,11200,금호동1가,1815-5,1998,-1.0,39.65,2021,3,8,7500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),8598,11200,금호동1가,167-19,1995,3.0,33.36,2021,3,11,1000,45,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),8599,11200,금호동1가,167-19,1995,2.0,33.36,2021,3,12,12000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지5차빌라,8600,11200,금호동1가,76,2000,2.0,38.13,2021,3,13,7300,25,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지5차빌라,8601,11200,금호동1가,76,2000,1.0,38.13,2021,3,18,10000,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(54-0),8602,11200,금호동1가,54,1996,4.0,33.97,2021,3,20,10000,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(69-10),8603,11200,금호동1가,69-10,1994,3.0,28.04,2021,3,23,15000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(30-0),8604,11200,금호동1가,30,1996,-1.0,44.7,2021,3,25,10000,0,,21.05~23.05,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
