연립다세대,Unnamed: 0,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
그린빌라,8605,11200,금호동1가,20,2000,2.0,44.59,2021,3,27,2000,55,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-40),8746,11200,금호동1가,167-40,1994,-1.0,37.35,2021,4,2,4000,17,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-34),8747,11200,금호동1가,167-34,1996,3.0,44.85,2021,4,20,21000,23,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지4차빌라,8748,11200,금호동1가,1-164,1999,-1.0,48.99,2021,4,29,5800,25,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(133-4),8873,11200,금호동1가,133-4,1992,-1.0,33.84,2021,5,1,1000,35,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(31-0),8874,11200,금호동1가,31,1997,-1.0,33.84,2021,5,6,9500,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(162-0),8875,11200,금호동1가,162,1994,1.0,35.88,2021,5,13,12000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-5),8876,11200,금호동1가,132-5,1992,1.0,26.86,2021,5,19,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-166),8877,11200,금호동1가,1-166,1999,2.0,46.89,2021,5,24,9450,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),8878,11200,금호동1가,167-15,1998,3.0,34.23,2021,5,25,17000,10,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),8879,11200,금호동1가,167-15,1998,2.0,33.24,2021,5,25,13300,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지3차빌라,9029,11200,금호동1가,11,1997,3.0,38.11,2021,6,2,13000,0,신규,21.08~23.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-154),9030,11200,금호동1가,1-154,2007,4.0,54.39,2021,6,3,19000,0,갱신,21.06~25.06,,18500.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(87-0),9031,11200,금호동1가,87,1992,1.0,32.37,2021,6,5,1000,50,신규,21.06~23.06,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(159-0),9032,11200,금호동1가,159,1996,4.0,32.04,2021,6,18,17000,0,신규,21.08~23.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-166),9197,11200,금호동1가,1-166,1999,-1.0,46.89,2021,7,10,10000,0,신규,21.08~23.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(92-0),9198,11200,금호동1가,92,1994,2.0,56.85,2021,7,14,20000,0,신규,21.08~23.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-155),9199,11200,금호동1가,1-155,1999,4.0,42.33,2021,7,17,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-24),9200,11200,금호동1가,167-24,1994,2.0,52.83,2021,7,21,22500,0,신규,21.10~23.10,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
그린빌라,9201,11200,금호동1가,20,2000,4.0,21.81,2021,7,21,500,40,신규,21.07~22.07,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(92-0),9370,11200,금호동1가,92,1994,-1.0,29.28,2021,8,3,10000,0,갱신,21.09~23.09,사용,10000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-40),9371,11200,금호동1가,167-40,1994,1.0,37.35,2021,8,13,5000,23,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-17),9372,11200,금호동1가,130-17,1992,1.0,56.96,2021,8,18,1000,50,,21.08~23.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
동영빌라,9373,11200,금호동1가,164-3,1997,-1.0,63.52,2021,8,19,28000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
동영빌라,9374,11200,금호동1가,164-3,1997,-1.0,63.52,2021,8,19,30000,0,,21.09~23.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
동영빌라,9375,11200,금호동1가,164-3,1997,-1.0,63.52,2021,8,19,30000,0,,21.09~23.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(15-4),9376,11200,금호동1가,15-4,1999,2.0,59.66,2021,8,21,14000,0,갱신,21.09~23.09,사용,14000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(17-2),9377,11200,금호동1가,17-2,2007,4.0,23.2,2021,8,26,1000,40,신규,21.09~23.02,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(17-2),9378,11200,금호동1가,17-2,2007,4.0,23.2,2021,8,26,1000,40,,21.09~23.02,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(17-2),9379,11200,금호동1가,17-2,2007,4.0,23.2,2021,8,26,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(17-2),9380,11200,금호동1가,17-2,2007,2.0,23.2,2021,8,28,1000,40,신규,21.08~23.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(17-2),9381,11200,금호동1가,17-2,2007,2.0,23.2,2021,8,28,1000,40,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-69),9382,11200,금호동1가,167-69,1998,-1.0,57.44,2021,8,31,27000,0,,21.10~23.10,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(57-0),9521,11200,금호동1가,57,1993,3.0,33.75,2021,9,4,9500,0,갱신,21.09~23.09,,9000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지3차빌라,9522,11200,금호동1가,11,1997,2.0,38.11,2021,9,6,18000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(51-0),9523,11200,금호동1가,51,1997,2.0,59.66,2021,9,11,10000,35,갱신,21.09~23.09,사용,11000.0,30.0,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-75),9524,11200,금호동1가,167-75,1993,1.0,32.76,2021,9,14,13000,0,신규,21.10~23.10,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(165-91),9525,11200,금호동1가,165-91,1992,1.0,38.22,2021,9,26,0,65,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-30),9526,11200,금호동1가,167-30,1996,4.0,58.48,2021,9,26,300,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-77),9661,11200,금호동1가,167-77,1993,1.0,35.09,2021,10,7,10000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(92-0),9662,11200,금호동1가,92,1994,3.0,43.35,2021,10,19,5000,50,신규,21.11~23.11,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(21-2),9663,11200,금호동1가,21-2,1995,-1.0,35.32,2021,10,23,10000,0,신규,21.11~23.11,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-23),9824,11200,금호동1가,167-23,1996,-1.0,40.86,2021,11,6,15000,0,신규,21.12~23.12,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(162-0),9825,11200,금호동1가,162,1994,2.0,59.86,2021,11,10,18000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(155-0),9826,11200,금호동1가,155,1996,-1.0,33.18,2021,11,13,15000,0,신규,21.12~23.12,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-3),9827,11200,금호동1가,130-3,1994,1.0,33.76,2021,11,16,5000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(16-2),9828,11200,금호동1가,16-2,1999,4.0,34.2,2021,11,19,8000,0,갱신,,사용,8000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),9829,11200,금호동1가,167-19,1995,1.0,35.36,2021,11,26,4000,45,갱신,21.11~23.11,사용,4000.0,45.0,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(162-0),10001,11200,금호동1가,162,1994,1.0,35.88,2021,12,1,12600,0,신규,21.12~23.12,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-70),10002,11200,금호동1가,167-70,1994,-1.0,48.05,2021,12,4,12600,0,신규,22.01~24.01,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지2차빌라,10003,11200,금호동1가,66,1995,2.0,29.73,2021,12,13,15500,0,신규,21.12~23.12,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-69),10004,11200,금호동1가,167-69,1998,2.0,57.44,2021,12,30,3000,90,신규,22.01~24.01,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-155),10221,11200,금호동1가,1-155,1999,2.0,42.33,2022,1,3,1000,50,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-74),10222,11200,금호동1가,167-74,1996,-1.0,19.74,2022,1,6,4200,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(96-0),10223,11200,금호동1가,96,1994,-1.0,25.76,2022,1,12,400,35,신규,22.01~24.01,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-19),10224,11200,금호동1가,130-19,1994,1.0,35.67,2022,1,22,20000,0,신규,22.02~24.02,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호타워빌,10225,11200,금호동1가,108,2004,5.0,80.07,2022,1,24,35000,0,신규,22.01~24.06,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호타워빌,10226,11200,금호동1가,108,2004,5.0,80.07,2022,1,24,35000,0,,22.01~24.06,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(155-0),10227,11200,금호동1가,155,1996,-1.0,33.18,2022,1,24,5000,45,신규,22.03~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호타워빌,10228,11200,금호동1가,108,2004,5.0,80.07,2022,1,24,35000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(52-0),10229,11200,금호동1가,52,1996,-1.0,33.9,2022,1,29,12000,0,신규,22.03~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(74-1),10404,11200,금호동1가,74-1,1994,1.0,17.28,2022,2,8,9450,0,갱신,22.03~24.03,사용,9000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-19),10405,11200,금호동1가,167-19,1995,3.0,35.36,2022,2,12,4000,45,신규,22.03~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
대성빌라,10406,11200,금호동1가,1-160,1999,2.0,51.12,2022,2,12,18000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-60),10407,11200,금호동1가,167-60,1993,1.0,68.95,2022,2,16,8400,0,신규,22.04~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
보람맨션,10408,11200,금호동1가,128-8,2009,3.0,60.02,2022,2,18,100,20,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-52),10409,11200,금호동1가,167-52,1994,3.0,37.4,2022,2,21,18000,0,갱신,22.02~24.02,,17000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호빌라(9-0),10556,11200,금호동1가,9,1999,4.0,56.5,2022,3,1,8000,30,갱신,22.03~24.02,,8000.0,30.0,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호빌라(9-0),10557,11200,금호동1가,9,1999,2.0,56.25,2022,3,1,8000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호빌라(9-0),10558,11200,금호동1가,9,1999,3.0,56.25,2022,3,1,8000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(19-0),10559,11200,금호동1가,19,1999,3.0,29.51,2022,3,3,500,50,신규,22.03~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(87-0),10560,11200,금호동1가,87,1992,1.0,32.37,2022,3,3,1000,50,신규,22.03~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-11),10561,11200,금호동1가,132-11,1993,2.0,42.41,2022,3,4,2000,50,신규,22.03~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호타워빌,10562,11200,금호동1가,108,2004,4.0,86.03,2022,3,12,55000,0,신규,22.03~24.03,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(131-0),10563,11200,금호동1가,131,1996,2.0,47.96,2022,3,17,10000,40,신규,22.04~24.04,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(131-0),10564,11200,금호동1가,131,1996,2.0,47.96,2022,3,17,10000,40,신규,22.04~24.04,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(159-0),10565,11200,금호동1가,159,1996,-1.0,32.04,2022,3,26,9000,0,갱신,22.03~24.03,,9000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-19),10728,11200,금호동1가,130-19,1994,-1.0,35.67,2022,4,2,3000,15,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-12),10729,11200,금호동1가,132-12,1992,1.0,46.44,2022,4,4,15000,0,신규,22.04~24.04,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(27-0),10730,11200,금호동1가,27,2009,1.0,70.16,2022,4,5,19000,0,신규,22.05~24.05,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(27-0),10731,11200,금호동1가,27,2009,1.0,70.16,2022,4,5,19000,0,신규,22.05~24.05,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(164-1),10732,11200,금호동1가,164-1,1993,2.0,54.18,2022,4,9,21000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(73-0),10733,11200,금호동1가,73,1997,1.0,38.13,2022,4,11,18000,0,신규,22.04~24.04,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(73-0),10734,11200,금호동1가,73,1997,1.0,38.13,2022,4,11,18000,0,신규,22.04~24.04,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),10735,11200,금호동1가,167-15,1998,2.0,33.24,2022,4,13,16500,0,신규,22.05~24.05,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
남양빌라,10736,11200,금호동1가,1815-8,1999,3.0,40.47,2022,4,20,1000,55,신규,22.04~24.04,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
남양빌라,10737,11200,금호동1가,1815-8,1999,3.0,40.47,2022,4,20,1000,55,신규,22.04~24.04,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(71-0),10738,11200,금호동1가,71,1995,1.0,49.16,2022,4,28,14000,0,갱신,22.07~24.07,,13000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-0),10911,11200,금호동1가,130,1996,-1.0,59.91,2022,5,18,20000,0,,22.05~23.12,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(64-0),10912,11200,금호동1가,64,1993,1.0,52.09,2022,5,21,3000,70,신규,22.06~24.06,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
원빌라,10913,11200,금호동1가,1815-7,1998,-1.0,28.56,2022,5,27,300,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-34),11091,11200,금호동1가,167-34,1996,-1.0,44.85,2022,6,9,10000,0,신규,22.06~24.06,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-7),11092,11200,금호동1가,130-7,1994,3.0,34.85,2022,6,13,3000,55,신규,22.06~24.06,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(57-0),11093,11200,금호동1가,57,1993,3.0,33.75,2022,6,22,9500,0,신규,22.07~24.07,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(164-1),11266,11200,금호동1가,164-1,1993,2.0,54.18,2022,7,1,21000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(164-1),11267,11200,금호동1가,164-1,1993,2.0,54.18,2022,7,1,21000,0,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(70-0),11268,11200,금호동1가,70,1994,-1.0,34.2,2022,7,3,500,35,신규,22.07~24.07,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-27),11269,11200,금호동1가,167-27,1995,1.0,35.43,2022,7,9,17800,0,갱신,22.07~24.07,사용,17000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
태양빌라,11270,11200,금호동1가,5,1997,3.0,41.88,2022,7,12,18500,0,갱신,22.09~24.09,,15000.0,10.0,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-60),11271,11200,금호동1가,167-60,1993,2.0,68.95,2022,7,15,17000,0,갱신,22.08~24.08,사용,17000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(21-2),11272,11200,금호동1가,21-2,1995,3.0,35.32,2022,7,18,8000,0,갱신,22.10~24.10,,8000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-60),11273,11200,금호동1가,167-60,1993,-1.0,32.31,2022,7,20,9450,0,신규,22.10~24.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(72-0),11274,11200,금호동1가,72,1994,1.0,34.41,2022,7,20,3000,40,신규,22.09~24.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지빌라,11275,11200,금호동1가,80,1995,1.0,30.0,2022,7,20,12000,0,갱신,22.08~24.08,사용,11500.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(165-22),11276,11200,금호동1가,165-22,1992,-1.0,43.98,2022,7,21,14000,0,갱신,22.08~24.08,사용,14000.0,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
보람맨션,11277,11200,금호동1가,128-8,2009,2.0,60.02,2022,7,21,15000,0,신규,22.08~24.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(165-23),11278,11200,금호동1가,165-23,1992,-1.0,23.88,2022,7,28,2000,30,,,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(14-2),11438,11200,금호동1가,14-2,1999,2.0,53.01,2022,8,2,18000,0,신규,22.09~24.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(130-17),11439,11200,금호동1가,130-17,1992,-1.0,56.96,2022,8,2,1000,45,신규,22.08~24.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-15),11440,11200,금호동1가,167-15,1998,1.0,30.45,2022,8,3,10000,33,신규,22.08~24.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
영제빌라,11441,11200,금호동1가,1815-5,1998,3.0,39.65,2022,8,7,18000,0,신규,22.08~24.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-58),11442,11200,금호동1가,167-58,1993,-1.0,54.56,2022,8,9,22000,0,신규,22.09~24.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-58),11443,11200,금호동1가,167-58,1993,-1.0,54.56,2022,8,9,22000,0,신규,22.09~24.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(159-0),11444,11200,금호동1가,159,1996,4.0,32.04,2022,8,12,17000,0,신규,22.08~23.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호빌라(9-0),11445,11200,금호동1가,9,1999,1.0,56.25,2022,8,12,500,35,신규,22.08~24.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
금호빌라(9-0),11446,11200,금호동1가,9,1999,1.0,56.25,2022,8,12,5000,35,신규,22.08~24.08,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
성덕주택,11447,11200,금호동1가,132-22,1992,1.0,34.74,2022,8,13,17000,0,신규,22.09~24.09,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(41-0),11601,11200,금호동1가,41,1999,3.0,40.07,2022,9,3,20000,10,신규,22.11~24.11,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-169),11602,11200,금호동1가,1-169,1999,-1.0,35.58,2022,9,15,1000,40,신규,22.10~24.10,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(51-0),11603,11200,금호동1가,51,1997,-1.0,59.66,2022,9,28,9100,33,갱신,22.09~24.09,사용,10000.0,30.0,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-23),11754,11200,금호동1가,167-23,1996,1.0,39.12,2022,10,5,17000,10,갱신,22.10~24.10,,17000.0,10.0,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(157-0),11755,11200,금호동1가,157,1997,2.0,35.18,2022,10,7,3000,40,신규,22.10~24.10,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(1-154),11756,11200,금호동1가,1-154,2007,2.0,37.65,2022,10,14,2000,50,신규,22.11~24.11,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(167-23),11757,11200,금호동1가,167-23,1996,3.0,39.12,2022,10,15,10000,20,갱신,22.11~24.11,사용,10000.0,20.0,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(132-5),11758,11200,금호동1가,132-5,1992,1.0,30.26,2022,10,22,10000,0,신규,22.11~24.11,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
배수지빌라,11914,11200,금호동1가,80,1995,-1.0,30.0,2022,11,6,9000,0,신규,22.11~24.11,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(41-0),11915,11200,금호동1가,41,1999,2.0,40.07,2022,11,8,12000,0,신규,22.12~24.12,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
(31-0),11916,11200,금호동1가,31,1997,3.0,33.84,2022,11,12,3000,60,신규,22.11~24.11,,,,37.554697,127.023412,신금호역[5호선],0.23085808681667178
